term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-04-31,optoelectronic device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-31,جهاز اليكترونيات ضوئية,"optoelektronisches Halbleiterbauelement, n",optoelectronic device,dispositivo optoelectrónico,optoelektroninen komponentti,"dispositif optoélectronique, m",dispositivo optoelettronico,光電子デバイス,광전자 소자,przyrząd optoelektroniczny,dispositivo optoelectrónico,"оптоелектронски уређај, м јд",optoelektronisk komponent,光电子器件
521-04-32,photodiode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-32,صمام ثنائى ضوئى,"Photodiode, f",photodiode,fotodiodo,fotodiodi,"photodiode, f",fotodiodo,フォトダイオード,광 다이오드,fotodioda,fotodíodo,"фотодиода, ж јд",fotodiod,光电二极管
521-04-33,photoconductive cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-33,خلية توصيل ضوئي,"photoelektrische Zelle, f",photoconductive cell,célula fotoconductora,valokenno,"cellule photoconductrice, f",cella fotoconduttiva,光導電セル,광전도 소자,komórka fotoprzewodząca fotokomórka,célula fotocondutiva,"фотопроводна ћелија, ж јд",fotokonduktiv cell,光电导电池
521-04-34,photovoltaic cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-34,خلية كهروضوئية,"Photoelement, nphotovoltaische Zelle, f",photovoltaic cell,célula fotovoltaica,aurinkokenno,"cellule à effet photovoltaïque, f",cella fotovoltaica,光電池,태양 전지 셀,komórka fotowoltaiczna fotoogniwo,célula fotovoltaica,"фотонапонска ћелија, ж јд",fotoelektromotorisk cell,光生伏打电池光伏电池
521-04-35,photoemitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-35,باعث ضوئى,"strahlungsemittierendes Halbleiterbauelement, n",photoemitter,fotoemisor,fotoemitteri,"photoémetteur, m",fotoemettitore,フォトエミッタ,광자 방출기,przyrząd elektroluminescencyjny,fotoemissor,"фотоемитер, м јд",fotoemitter,光发射器件
521-04-36,optoelectronic display,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-36,الة عرض كهروبصرية,"optoelektronische Anzeige, f",optoelectronic display,pantalla optoelectrónica,optoelektroninen näyttö,"afficheur optoélectronique, m",visualizzatore optoelettronico,光電子ディスプレイ,광전자 표시장치,wyświetlacz optoelektroniczny,visualizador optoelectrónico,"оптоелектронски приказивач, м јд",optoelektronisk teckentablå,光电子显示器件
521-04-37,laser diode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-37,صمام ثنائى يعمل بالليزر,"Laserdiode, f",laser diode,diodo láser,laserdiodi,"diode laser, f",diodo laser,レーザダイオード,레이저 다이오드,dioda laserowa,díodo laser,"ласерска диода, ж јд",laserdiod,激光二极管
521-04-38,laser-diode module,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-38,نموذج صمام ثنائى يعمل بالليزر,"Laserdiodenmodul, n",laser-diode module,módulo de diodo láser,laserdiodimoduuli,"module à diode laser, m",modulo a diodo laser,レーザダイオードモジュール,레이저 다이오드 모듈,moduł diody laserowej,módulo de díodo laser,"модул ласерске диоде, м јд",laserdiodmodul,激光二极管模块
521-04-39,light-emitting diode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-39,صمام ثنائى باعث للضوء,"lichtemittierende Diode, fLED, Abkürzung",light-emitting diodeLED (abbreviation),diodo electroluminiscente,valodiodi,"diode électroluminescente, fDEL (abréviation) f",diodo emettitore di luce,"発光ダイオードLED, （略語）",발광다이오드엘이디,dioda elektroluminescencyjna dioda świecąca LED (akronim),díodo emissor de luzLED (abreviatura),"диода која емитује светлост, ж јдLED",lysdiod,发光二极管LED
521-04-40,infrared-emitting diode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-40,صمام ثنائى باعث لاشعة تحت حمراء,"infrarotemittierende Diode, fIRED, Abkürzung",infrared-emitting diode,diodo infrarrojo,infrapunadiodi,"diode infrarouge, f",diodo emettitore nell'infrarosso,赤外線発光ダイオード,적외선 발광 다이오드,dioda emitująca w zakresie podczerwieni dioda emitująca w podczerwieni dioda na podczerwień,díodo emissor de infravermelho,"инфрацрвена диода, ж јд",infrarödstrålande diod,红外发光二极管
521-04-41,(semiconductor) photosensitive device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-41,جهاز حساس للضوء (لشبه موصل),"Photowiderstand, mphotoleitfähige Halbleiterzelle, f",(semiconductor) photosensitive device,dispositivo fotosensibledispositivo semiconductor fotosensible,valoherkkä puolijohdekomponentti,"dispositif photosensible (à semiconducteurs), m",dispositivo fotosensibile (a semiconduttori),半導体感光性デバイス感光性デバイス,반도체 광전 소자,przyrząd fotoelektryczny półprzewodnikowy fotoelement półprzewodnikowy fotoelement,dispositivo semicondutor foto-sensível,"полупроводнички фотоосетљиви уређај, м јд",ljuskänslig halvledarkomponent,半导体光敏器件光敏器件
521-04-42,(semiconductor) photoelectric detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-42,كاشف كهروضوئى (لشبه موصل),"photoelektrischer Halbleiterempfänger, m",(semiconductor) photoelectric detector,receptor fotoeléctricoreceptor semiconductor fotoeléctrico,valosähköinen puolijohdeilmaisin,"récepteur photoélectrique (à semiconducteurs), m",rivelatore fotoelettrico (a semiconduttori),光電ディテクタ半導体光電ディテクタ,반도체 광전 검출기,detektor fotoelektryczny półprzewodnikowydetektor fotoelektryczny,receptor semicondutor fotoeléctrico,"полупроводнички фотоелектрични детектор, м јд",fotoelektrisk detektor,半导体光电探测器光电探测器
521-04-43,photoresistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-43,مقاوم ضوئى,"photoleitfähige Halbleiterzelle, fPhotowiderstand, m",photoresistor,fotorresistencia,valovastus,"photorésistance, f",fotoresistorefotoresistenza,フォトレジスタ,광저항기,fotorezystor,fotorresistor,"фотоотпорник, м јд",fotomotstånd,光敏电阻器
521-04-44,avalanche photodiode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-44,صمام ثنائى ضوئى جرفى,"Lawinen-Photodiode, f",avalanche photodiode,fotodiodo de avalancha,vyöryvalodiodi,"photodiode à avalanche, f",fotodiodo a valanga,アバランシェフォトダイオード,사태 광 다이오드에이피디,fotodioda lawinowa,fotodíodo de avalanche,"лавинска фотодиода, ж јд",lavinfotodiod,雪崩光电二极管
521-04-45,photocoupler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-45,قارن ضوئى,"Optokoppler, m",photocoupleroptocoupler,fotoacopladoroptoacoplador,optoerotin,"photocoupleur, moptocoupleur, m",fotoaccoppiatoreoptoisolatore,オプトカプラフォトカプラ,광 결합기,sprzęgacz fotonowy transoptor,fotoacopladoroptoacoplador,"фотокаплер, м јдоптокаплер, м јд",optokopplare,光电耦合器
521-04-46,transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-46,ترانزستور,"Transistor, m",transistor,transistor,transistori,"transistor, m",transistor,トランジスタ,트랜지스터,tranzystor,transistor,"транзистор, м јд",transistor,晶体管
521-04-47,bipolar junction transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-47,ترانزستور بوصلة ثنائية القطب,"Bipolartransistor, mSperrschichttransistor, m",bipolar junction transistor,transistor bipolar de unión,bipolaaritransistori,"transistor bipolaire à jonctions, m",transistor bipolare a giunzione,バイポーラトランジスタ接合形トランジスタ,양극성 접합 트랜지스터바이폴라 접합 트랜지스터,tranzystor bipolarny złączowy,transistor bipolartransistor de junção,"биполарни спојни транзистор, м јд",bipolär skikttransistor,双极结型晶体管双极晶体管
521-04-48,unipolar transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-48,ترانزستوراحادى القطب,"Unipolartransistor, m",unipolar transistor,transistor unipolar,unipolaaritransistori,"transistor unipolaire, m",transistor unipolar,ユニポーラトランジスタ,단극성 트랜지스터유니폴라 트랜지스터,tranzystor unipolarny,transistor unipolar,"униполарни транзистор, м јд",unipolärtransistor,单极晶体管
521-04-49,bidirectional transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-49,ترانزستورثنائى الاتجاه,"Zweirichtungstransistor, mbidirektionaler Transistor, m",bidirectional transistor,transistor bidireccional,kaksisuuntainen transistori,"transistor bidirectionnel, m",transistor bidirezionale,双方向トランジスタ,양방향 트랜지스터,tranzystor dwukierunkowy,transistor bidireccional,"бидирекциони транзистор, м јд",dubbelriktad transistor,双向晶体管
521-04-50,tetrode transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-50,ترانزستور رباعى الاقطاب,"Transistortetrode, f",tetrode transistor,transistor tetrodo,tetroditransistori,"transistor tétrode, m",transistor tetrodo,４極管動作トランジスタ,사극관 트랜지스터,tranzystor tetrodowy,transistor tétrodo,"тетродни транзистор, м јд",tetrodtransistor,四极晶体管
521-04-51,phototransistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-51,ترانزستورضوئى,"Phototransistor, m",phototransistor,fototransistor,valotransistori,"phototransistor, m",fototransistor,フォトトランジスタ,광 트랜지스터,fototranzystor,fototransistor,"фототранзистор, м јд",fototransistor,光电晶体管
521-04-52,field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-52,ترانزستورمحكوم  بالمجال الكهربائي,"Feldeffekttransistor, m",field-effect transistor,transistor de efecto de campo,kanavatransistori,"transistor à effet de champ, m",transistor ad effetto campo,電界効果トランジスタ,전계 효과 트랜지스터,tranzystor polowy,transistor de efeito de campo,"транзистор са ефектом поља, м јдFET",fälteffekttransistor,场效应晶体管
521-04-53,junction-gate field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-53,ترانزستور(محكوم  بالمجال الكهربائي) ذو بوابات تكون وصلاتPN,"Sperrschicht-Feldeffekttransistor, m",junction-gate field-effect transistor,transistor de efecto de campo de unión de rejilla,liitoskanavatransistori,"transistor à effet de champ à jonction de grille, m",transistor a effetto di campo a giunzione (JFET),接合ゲート電界効果トランジスタ,접합 게이트 전계 효과 트랜지스터,tranzystor polowy z bramką złączową,transistor de efeito de campo de junção de porta,"транзистор са ефектом поља са спојем на гејту, м јд",fälteffekttransistor med PN-styre,结栅场效应晶体管
521-04-54,insulated-gate field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-54,ترانزستور(محكوم  بالمجال الكهربائي) ذو بوابات معزولة كهربياً,"Isolierschicht-Feldeffekttransistor, mIGFET, Abkürzung",insulated-gate field-effect transistor,transistor de efecto de campo de rejilla aislada,eristyshilainen kanavatransistori,"transistor à effet de champ à grille isolé, m",transistor a effetto di campo a gate isolato (IGFET),絶縁ゲート電界効果トランジスタ,절연 게이트 전계 효과 트랜지스터,tranzystor polowy z bramką izolowaną,transistor de efeito de campo de porta isolada,"транзистор са ефектом поља са изолованим гејтом, м јд",fälteffekttransistor med isolerat styre,绝缘栅场效应晶体管
521-04-55,metal-oxide-semiconductor field-effect transistor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-04-55,ترانزستور(محكوم  بالمجال الكهربائي)  بشبه موصلات معادن مؤكسدة,"Feldeffekttransistor mit Metalloxid-Halbleiter, mMOSFET, Abkürzung",metal-oxide-semiconductor field-effect transistorMOSFET (abbreviation),transistor de efecto de campo de metal-óxido semiconductor,MOS-transistori,"transistor à effet de champ métal-oxyde-semiconducteurs, m",transistor a effetto di campo metallo-ossido-semiconduttore (MOSFET),"金属-酸化物-半導体電界効果トランジスタＭＯＳＦＥＴ, （略語）",금속 산화막 반도체 전계 효과 트랜지스터,tranzystor polowy tlenkowy tranzystor polowy MOS tranzystor MOS,transistor de efeito de campo (metal-óxido-semicondutor),"метал-оксид полупроводни транзистор са ефектом поља, м јдMOSFET",fälteffekttransistor med oxidisolerat styreMOS-transistor,金属氧化物半导体场效应晶体管MOSFET
